City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Kungurtug,RU,50.5994,97.5228,34.36,48,1,0.98,clear sky
701,Larkana,PK,27.5551,68.2141,66.27,10,0,4.7,clear sky
702,Esfarayen,IR,37.0765,57.5101,37.06,15,0,4.5,clear sky
703,Champlin,US,45.1889,-93.3975,56.59,73,1,0.0,clear sky
704,Cabatuan,PH,10.8794,122.486,86.29,72,30,9.51,scattered clouds
705,Wladyslawowo,PL,54.7909,18.4009,42.94,74,24,8.52,few clouds
706,Roald,NO,62.5833,6.1333,39.33,93,40,11.5,scattered clouds
707,Port Shepstone,ZA,-30.7414,30.455,57.33,64,14,19.8,few clouds
708,Nishihara,JP,26.1842,127.7558,80.26,57,40,16.11,scattered clouds
709,Port Hedland,AU,-20.3167,118.5667,86.05,45,19,14.97,few clouds
710,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,81.73,47,66,4.14,broken clouds
711,Mogadishu,SO,2.0371,45.3438,78.46,82,54,13.0,broken clouds
712,Ati,TD,13.2154,18.3353,83.95,40,60,7.85,broken clouds
713,Laguna De Duero,ES,41.5815,-4.7233,61.0,85,90,5.75,fog
714,Usinsk,RU,65.9939,57.5281,36.5,87,96,15.68,overcast clouds
715,Upata,VE,8.0086,-62.3989,70.52,99,81,3.11,broken clouds
716,Veraval,IN,20.9,70.3667,79.99,69,75,14.09,broken clouds
717,Sisophon,KH,13.5859,102.9737,75.96,82,100,5.97,overcast clouds
718,Manado,ID,1.487,124.8455,90.37,66,40,6.91,scattered clouds
719,Prabumulih,ID,-3.45,104.25,82.47,81,76,3.78,broken clouds
720,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.2,92,99,8.37,overcast clouds
